LAMMPS data file via write_data, version 3 Mar 2020, timestep = 505

1122 atoms
3 atom types

1.3234626023746021e+00 5.3416537397625476e+01 xlo xhi
2.0486367684513276e+00 6.0431363231548829e+01 ylo yhi
4.6990118639437908e+00 7.9379586491006400e+00 zlo zhi

Masses

1 95.95
2 32.065
3 32.065

Atoms # atomic

144 3 3.4207320185863539e+00 3.7939754616998531e+00 7.9375548729637266e+00 0 0 0
518 2 3.4207310589165467e+00 3.7939779042528938e+00 4.6994129221995911e+00 0 0 0
166 3 6.4850304944661321e+00 3.7939754002726285e+00 7.9375541793831275e+00 0 0 0
540 2 6.4850299074095110e+00 3.7939779762542574e+00 4.6994120477483907e+00 0 0 0
188 3 9.5493283906748765e+00 3.7939754167933852e+00 7.9375541699093892e+00 0 0 0
562 2 9.5493287030773057e+00 3.7939779999432455e+00 4.6994118639437907e+00 0 0 0
210 3 1.2613626373937949e+01 3.7939754991340888e+00 7.9375547558387174e+00 0 0 0
584 2 1.2613626905944427e+01 3.7939778985297221e+00 4.6994123300615165e+00 0 0 0
232 3 1.5677924567429502e+01 3.7939754668858274e+00 7.9375551035528433e+00 0 0 0
606 2 1.5677924644010846e+01 3.7939778595921001e+00 4.6994126498490703e+00 0 0 0
254 3 1.8742222646535506e+01 3.7939754101596370e+00 7.9375550656622140e+00 0 0 0
628 2 1.8742222545527802e+01 3.7939778698271813e+00 4.6994126592916468e+00 0 0 0
276 3 2.1806520729380793e+01 3.7939754121067191e+00 7.9375549740030538e+00 0 0 0
650 2 2.1806520674072054e+01 3.7939778762782179e+00 4.6994126510459928e+00 0 0 0
298 3 2.4870818966448695e+01 3.7939754390843810e+00 7.9375549252190511e+00 0 0 0
672 2 2.4870818934862545e+01 3.7939778956799968e+00 4.6994126873532780e+00 0 0 0
320 3 2.7935117341305361e+01 3.7939754615332122e+00 7.9375548957263753e+00 0 0 0
694 2 2.7935117309212533e+01 3.7939779173462869e+00 4.6994127215811012e+00 0 0 0
342 3 3.0999415803579303e+01 3.7939754755100128e+00 7.9375548766487576e+00 0 0 0
716 2 3.0999415770517608e+01 3.7939779317012676e+00 4.6994127419560465e+00 0 0 0
364 3 3.4063714324247883e+01 3.7939754865018314e+00 7.9375548617976763e+00 0 0 0
738 2 3.4063714290664414e+01 3.7939779424875444e+00 4.6994127573626772e+00 0 0 0
12 3 3.7128012909120095e+01 3.7939755025779829e+00 7.9375548380042051e+00 0 0 0
386 2 3.7128012867503884e+01 3.7939779562329883e+00 4.6994127751070085e+00 0 0 0
34 3 4.0192311590127503e+01 3.7939755264628241e+00 7.9375547859619111e+00 0 0 0
408 2 4.0192311531786423e+01 3.7939779802450246e+00 4.6994127897248381e+00 0 0 0
56 3 4.3256610351405676e+01 3.7939755385809470e+00 7.9375547383877052e+00 0 0 0
430 2 4.3256610375263151e+01 3.7939780244407997e+00 4.6994128285065333e+00 0 0 0
78 3 4.6320909128397680e+01 3.7939755320152972e+00 7.9375549003481636e+00 0 0 0
452 2 4.6320909486291164e+01 3.7939780531559451e+00 4.6994130716045079e+00 0 0 0
100 3 4.9385208140787405e+01 3.7939755686104157e+00 7.9375553553459328e+00 0 0 0
474 2 4.9385208574272561e+01 3.7939779703088203e+00 4.6994135669614598e+00 0 0 0
122 3 5.2449507599281063e+01 3.7939755674986064e+00 7.9375554881790125e+00 0 0 0
496 2 5.2449507229585365e+01 3.7939778641139221e+00 4.6994136591940325e+00 0 0 0
123 3 1.8885856603929483e+00 6.4477354940037159e+00 7.9375545889439518e+00 0 0 0
497 2 1.8885848987588023e+00 6.4477365520547254e+00 4.6994167068884174e+00 0 0 0
892 1 1.8885823091230682e+00 4.6785620980180980e+00 6.3184849650508319e+00 0 0 0
145 3 4.9528845182447947e+00 6.4477354026937732e+00 7.9375538131986385e+00 0 0 0
519 2 4.9528836552776623e+00 6.4477366142652688e+00 4.6994157796115354e+00 0 0 0
914 1 4.9528810966780066e+00 4.6785621596528593e+00 6.3184840318884374e+00 0 0 0
167 3 8.0171826499847505e+00 6.4477353739165597e+00 7.9375534043939879e+00 0 0 0
541 2 8.0171825286404186e+00 6.4477366763480717e+00 4.6994151768044485e+00 0 0 0
936 1 8.0171795957568062e+00 4.6785622708317698e+00 6.3184834778360912e+00 0 0 0
189 3 1.1081480495461356e+01 6.4477354432542038e+00 7.9375537763653314e+00 0 0 0
563 2 1.1081481087137933e+01 6.4477366232256399e+00 4.6994154039919716e+00 0 0 0
958 1 1.1081477816966331e+01 4.6785623512047865e+00 6.3184838416744427e+00 0 0 0
211 3 1.4145778633531075e+01 6.4477354753024789e+00 7.9375543302780409e+00 0 0 0
585 2 1.4145778967977972e+01 6.4477365438539156e+00 4.6994158801652679e+00 0 0 0
980 1 1.4145775842755240e+01 4.6785623664695040e+00 6.3184844156234519e+00 0 0 0
